C41-54721-101;28/;04/201010;157;0106230;1/201;03/2;01527/03/20;150;0231/03/20;15002;144439.38;;01/50618/
C41-54739-103;01/;11/201009;157;0062310;6/201;02/2;01520/02/20;150;4313/04/20;15000;857.38;;01/40612/
C41-54740-101;05/;05/201011;147;0161580;1/201;04/2;01430/04/20;140;0918/02/20;15006;2393.01;;01/40614/
C41-54740-101;05/;05/201011;147;0466560;5/201;12/2;01431/12/20;140;0918/02/20;15006;2789.67;;01/40605/
C41-54743-102;31/;08/201209;113;0139400;2/201;08/2;0110//;0;1426/08/20;13060;310072.16;;01/10312/
C41-54743-102;31/;08/201209;123;0019470;1/201;06/2;01204/07/20;120;1426/08/20;13060;327435.22;;01/20320/
C41-54743-102;31/;08/201209;123;0113540;2/201;08/2;0120//;0;1426/08/20;13060;323950.12;;01/20312/
C41-54743-102;31/;08/201209;127;0260710;3/201;07/2;01219/07/20;120;1426/08/20;13060;324591.00;;01/20618/
C41-54763-102;17/;03/201510;157;0106270;1/201;03/2;0150//;0;0118/03/20;15003;4813.78;;01/50618/
C41-54798-103;01/;07/201113;157;0144970;1/201;04/2;0150//;0;0109/04/20;15001;2705.53;;01/50609/
C41-54801-102;06/;03/201511;147;0443420;5/201;11/2;0140//;0;0927/11/20;14014;54564.31;;01/40619/
C41-54801-102;06/;03/201511;157;0035280;6/201;01/2;0150//;0;0928/01/20;15008;33795.24;;01/40620/
C41-54803-101;26/;05/201011;157;0106280;1/201;03/2;01519/03/20;150;3115/04/20;15000;6741.08;;01/50618/
C41-54814-101;26/;05/201001;157;0062320;6/201;02/2;0150//;0;0112/02/20;15006;8866.99;;01/40612/
C41-54814-101;26/;05/201001;157;0106300;1/201;03/2;0150//;0;0118/03/20;15003;4838.56;;01/50618/
C41-54854-101;08/;06/201002;157;0144990;1/201;04/2;0150//;0;0109/04/20;15001;27481.21;;01/50609/
C41-54859-102;31/;03/201410;147;0076460;6/201;02/2;0140//;0;1313/08/20;14025;115095.571506;;01/30612/
C41-54872-101;15/;06/201001;157;0062330;6/201;02/2;0150//;0;0112/02/20;15006;8500.27;;01/40612/
C41-54882-103;01/;06/201411;143;0065420;3/201;10/2;01422/10/20;140;3113/11/20;14015;9367.10;;01/40310/
C41-54882-103;01/;06/201411;153;0015220;5/201;03/2;0150//;0;0808/04/20;15001;3421.06;;01/40305/
C41-54882-103;01/;06/201411;157;0145010;1/201;04/2;0150//;0;0109/04/20;15001;21351.32;;01/50609/
C41-54887-101;17/;06/201008;153;0015230;5/201;03/2;01518/03/20;150;3115/04/20;15000;6540.84;;01/40305/
C41-54889-101;01/;06/201001;147;0037140;6/201;01/2;01422/01/20;140;2503/03/20;14041;411607.06;;01/30621/
C41-54892-101;23/;06/201011;117;0550480;5/201;12/2;0110//;0;0908/07/20;13065;2215.86;;01/10612/
C41-54907-102;30/;06/201119;107;0362580;3/201;08/2;01016/08/20;100;0908/08/20;13062;146.86;;01/00611/
C41-54907-102;30/;06/201119;107;0598650;4/201;10/2;01021/10/20;100;0908/08/20;13062;11270.81;;01/00612/
C41-54907-102;30/;06/201119;107;0880930;5/201;12/2;0100//;0;0908/08/20;13062;1416.68;;01/00614/
C41-54935-102;30/;06/201100;107;0880950;5/201;12/2;0100//;0;0927/05/20;13069;4131.78;;01/00614/
C41-54946-101;08/;07/201010;143;0136200;6/201;12/2;01415/01/20;150;3117/02/20;15006;31203.33;;01/10319/
C41-54969-103;01/;10/201306;157;0062340;6/201;02/2;0150//;0;0112/02/20;15006;8538.40;;01/40612/
C41-54982-101;19/;07/201003;157;0145030;1/201;04/2;0150//;0;0109/04/20;15001;21961.48;;01/50609/
C41-55016-102;08/;12/201406;147;0385360;4/201;10/2;0140//;0;0931/10/20;14017;21258.77;;01/40610/
C41-55016-102;08/;12/201406;147;0466660;5/201;12/2;0140//;0;0927/01/20;15008;4956.94;;01/40605/
C41-55016-102;08/;12/201406;157;0062360;6/201;02/2;0150//;0;0927/03/20;15002;5596.13;;01/40612/
C41-55035-101;02/;08/201002;157;0106400;1/201;03/2;0150//;0;0118/03/20;15003;46737.86;;01/50618/
C41-55041-102;06/;03/201512;147;0207520;2/201;05/2;0140//;0;0901/07/20;14029;4959.22;;01/40620/
C41-55059-102;30/;09/201409;147;0282260;3/201;07/2;0140//;0;0929/07/20;14026;68207.56;;01/40618/
C41-55059-102;30/;09/201409;147;0364960;4/201;09/2;0140//;0;0926/09/20;14020;78941.76;;01/40618/
C41-55061-101;10/;08/201011;117;0378880;3/201;08/2;0110//;0;3905/12/20;13050;2539.78;;01/10610/
C41-55065-102;09/;01/201504;157;0035480;6/201;01/2;0150//;0;0913/02/20;15006;72020.58;;01/40620/
C41-55065-102;09/;01/201504;157;0145040;1/201;04/2;0150//;0;0109/04/20;15001;2311.51;;01/50609/
C41-55084-101;17/;08/201004;157;0106420;1/201;03/2;01526/03/20;150;0227/03/20;15002;51975.40;;01/50618/
C41-55088-102;12/;12/201406;143;0065430;3/201;10/2;01428/10/20;140;0927/11/20;14014;53512.47;;01/40310/
C41-55088-102;12/;12/201406;147;0443540;5/201;11/2;0140//;0;0904/12/20;14013;88338.14;;01/40619/
C41-55088-102;12/;12/201406;157;0035510;6/201;01/2;0150//;0;0919/03/20;15003;33264.99;;01/40620/
C41-55147-101;30/;08/201008;157;0145050;1/201;04/2;0150//;0;0109/04/20;15001;248772.53;;01/50609/
C41-55158-103;01/;07/201100;157;0145060;1/201;04/2;0150//;0;0109/04/20;15001;23278.35;;01/50609/
C41-55186-101;10/;09/201001;157;0145070;1/201;04/2;0150//;0;0109/04/20;15001;23300.58;;01/50609/
C41-55189-101;15/;09/201004;157;0106460;1/201;03/2;0150//;0;0118/03/20;15003;4814.50;;01/50618/
C41-55228-102;21/;11/201411;147;0325040;3/201;08/2;01420/08/20;140;0921/10/20;14018;21576.91;;01/40614/
C41-55228-102;21/;11/201411;147;0365040;4/201;09/2;01422/09/20;140;0928/11/20;14014;41723.71;;01/40618/
C41-55228-102;21/;11/201411;147;0443600;5/201;11/2;0140//;0;0928/11/20;14014;41088.98;;01/40619/
C41-55228-102;21/;11/201411;157;0062370;6/201;02/2;0150//;0;0927/03/20;15002;5185.93;;01/40612/
C41-55240-101;01/;10/201008;157;0145080;1/201;04/2;0150//;0;0109/04/20;15001;26451.31;;01/50609/
C41-55257-101;06/;10/201013;157;0106490;1/201;03/2;01527/03/20;150;0217/04/20;15000;42599.60;;01/50618/
C41-55258-102;31/;07/201408;147;0122360;1/201;03/2;01424/03/20;140;2612/12/20;14013;011569.73;;01/40619/
C41-55258-102;31/;07/201408;147;0207650;2/201;05/2;0140//;0;2612/12/20;14013;012275.68;;01/40620/
C41-55258-102;31/;07/201408;147;0282400;3/201;07/2;0140//;0;2612/12/20;14013;012275.68;;01/40618/
C41-55265-102;30/;04/201224;117;0122620;1/201;03/2;0110//;0;0913/03/20;12113;4360.56;;01/10618/
C41-55273-101;11/;10/201010;157;0145090;1/201;04/2;0150//;0;0109/04/20;15001;21388.35;;01/50609/
C41-55283-102;23/;01/201502;157;0145100;1/201;04/2;0150//;0;0109/04/20;15001;26551.44;;01/50609/
C41-55289-101;12/;10/201013;153;0015240;5/201;03/2;0150//;0;3115/04/20;15000;61400.26;;01/40305/
C41-55289-101;12/;10/201013;153;0023270;1/201;03/2;0150//;0;0126/03/20;15002;62441.16;;01/50326/
C41-55290-101;12/;10/201013;153;0023280;1/201;03/2;0150//;0;0126/03/20;15002;61418.85;;01/50326/
C41-55292-101;12/;10/201013;153;0015250;5/201;03/2;0150//;0;3115/04/20;15000;61732.06;;01/40305/
C41-55292-101;12/;10/201013;153;0023290;1/201;03/2;0150//;0;0126/03/20;15002;61675.27;;01/50326/
C41-55309-102;31/;10/201308;136;0074150;5/201;11/2;0130//;0;0908/12/20;14013;4388.05;;01/30629/
C41-55309-102;31/;10/201308;137;0352830;3/201;08/2;0130//;0;0908/12/20;14013;44091.78;;01/30608/
C41-55309-102;31/;10/201308;137;0449100;4/201;10/2;0130//;0;0908/12/20;14013;4456.26;;01/30608/
C41-55319-103;01/;04/201201;147;0365140;4/201;09/2;01423/09/20;140;3109/04/20;15001;28783.61;;01/40618/
C41-55325-102;31/;08/201402;147;0245900;2/201;06/2;01419/06/20;140;0930/01/20;15008;142527.63;;01/40611/
C41-55325-102;31/;08/201402;147;0325050;3/201;08/2;0140//;0;0930/01/20;15008;1870.37;;01/40614/
C41-55343-101;15/;10/201008;143;0053280;3/201;07/2;01408/08/20;140;2502/10/20;14020;155057.28;;01/40325/
C41-55363-102;12/;11/201412;147;0325070;3/201;08/2;0140//;0;0928/08/20;14023;6592.29;;01/40614/
C41-55365-103;01/;06/201304;133;0072800;4/201;12/2;0130//;0;1408/10/20;14019;5203896.02;;01/30305/
C41-55365-103;01/;06/201304;143;0004470;5/201;01/2;01431/01/20;140;1408/10/20;14019;5107975.02;;01/30316/
C41-55365-103;01/;06/201304;143;0011140;3/201;02/2;01406/03/20;140;1408/10/20;14019;5100931.35;;01/30319/
C41-55365-103;01/;06/201304;143;0020630;6/201;03/2;01403/04/20;140;1408/10/20;14019;51090.12;;01/30314/
C41-55373-103;01/;07/201404;143;0065470;3/201;10/2;01422/10/20;140;0523/02/20;15005;71705.25;;01/40310/
C41-55373-103;01/;07/201404;147;0443660;5/201;11/2;01426/11/20;140;0523/02/20;15005;716218.99;;01/40619/
C41-55373-103;01/;07/201404;157;0106550;1/201;03/2;0150//;0;0118/03/20;15003;414777.98;;01/50618/
C41-55378-101;01/;11/201008;143;0136220;6/201;12/2;01416/01/20;150;3103/02/20;15007;71564.55;;01/10319/
C41-55426-101;29/;11/201006;153;0023300;1/201;03/2;0150//;0;0126/03/20;15002;6157.41;;01/50326/
C41-55458-101;13/;12/201004;143;0020640;6/201;03/2;01403/04/20;140;3126/03/20;15002;619089.21;;01/30314/
C41-55458-101;13/;12/201004;143;0031100;1/201;04/2;01425/04/20;140;1426/02/20;15005;413787.04;;01/40304/
C41-55458-101;13/;12/201004;143;0043630;2/201;05/2;01410/06/20;140;3118/11/20;14015;414154.68;;01/40330/
C41-55458-101;13/;12/201004;143;0102400;5/201;11/2;01415/01/20;150;1415/04/20;15000;615724.96;;01/40327/
C41-55458-101;13/;12/201004;153;0003000;6/201;01/2;01510/02/20;150;4226/03/20;15002;616063.84;;01/40326/
C41-55458-101;13/;12/201004;153;0023310;1/201;03/2;01515/04/20;150;0126/03/20;15002;615142.22;;01/50326/
C41-55458-101;13/;12/201004;156;0101620;3/201;02/2;01516/02/20;150;4226/03/20;15002;615318.05;;01/40604/
C41-55473-101;16/;12/201008;157;0106580;1/201;03/2;0150//;0;0118/03/20;15003;47594.96;;01/50618/
C41-55474-102;31/;08/201112;117;0070680;6/201;02/2;0110//;0;0909/12/20;14013;3316.27;;01/00610/
C41-55474-102;31/;08/201112;117;0172210;1/201;04/2;0110//;0;0909/12/20;14013;34664.85;;01/10611/
C41-55474-102;31/;08/201112;117;0261200;2/201;05/2;0110//;0;0909/12/20;14013;34822.99;;01/10618/
C41-55474-102;31/;08/201112;117;0360290;3/201;07/2;01128/07/20;110;0909/12/20;14013;34822.99;;01/10619/
C41-55493-101;01/;01/201109;157;0106610;1/201;03/2;01520/03/20;150;3115/04/20;15000;616530.33;;01/50618/
C41-55494-102;23/;09/201403;143;0065480;3/201;10/2;0140//;0;0931/10/20;14017;2141.19;;01/40310/
C41-55494-102;23/;09/201403;147;0466730;5/201;12/2;0140//;0;0930/12/20;14011;251.77;;01/40605/
C41-55521-101;12/;01/201102;153;0023320;1/201;03/2;0150//;0;0126/03/20;15002;6234.49;;01/50326/
C41-55629-101;21/;01/201103;157;0106660;1/201;03/2;0150//;0;0118/03/20;15003;43113.92;;01/50618/
C41-55641-102;30/;09/201203;113;0139430;2/201;08/2;0110//;0;1401/02/20;12117;566585.73;;01/10312/
C41-55641-102;30/;09/201203;123;0001190;6/201;02/2;01224/02/20;120;1410/08/20;12098;476504.81;;01/10301/
C41-55644-102;31/;03/201213;117;0464680;4/201;10/2;0110//;0;0929/02/20;12114;7656.33;;01/10611/
C41-55644-102;31/;03/201213;117;0534490;5/201;11/2;0110//;0;0929/02/20;12114;7645.73;;01/10618/
C41-55644-102;31/;03/201213;127;0046340;6/201;01/2;0120//;0;0929/02/20;12114;7645.73;;01/10618/
C41-55646-102;30/;09/201203;113;0159250;5/201;12/2;0110//;0;1430/08/20;12096;4141410.18;;01/10301/
C41-55646-102;30/;09/201203;113;0161800;4/201;12/2;0110//;0;1430/08/20;12096;45121.43;;01/10315/
C41-55674-101;21/;02/201111;147;0385480;4/201;10/2;01428/10/20;140;3109/04/20;15001;21945.25;;01/40610/
C41-55674-101;21/;02/201111;147;0443720;5/201;11/2;01428/11/20;140;3109/04/20;15001;21913.88;;01/40619/
C41-55674-101;21/;02/201111;157;0035780;6/201;01/2;01506/02/20;150;0120/01/20;15009;11913.88;;01/40620/
C41-55682-102;27/;02/201504;157;0035810;6/201;01/2;0150//;0;0913/02/20;15006;71109.66;;01/40620/
C41-55682-102;27/;02/201504;157;0145120;1/201;04/2;0150//;0;0109/04/20;15001;2272.87;;01/50609/
C41-55701-103;01/;09/201301;133;0027090;2/201;05/2;01310/06/20;130;0931/07/20;13062;91700.94;;01/30330/
C41-55706-102;31/;05/201309;133;0005060;6/201;02/2;0130//;0;0930/04/20;13072;159122.68;;01/20307/
C41-55706-102;31/;05/201309;137;0159040;1/201;04/2;01325/04/20;130;0927/06/20;13066;337533.64;;01/30605/
C41-55713-102;31/;10/201210;127;0279100;3/201;08/2;01220/08/20;120;0927/12/20;12084;53286.54;;01/20607/
C41-55713-102;31/;10/201210;127;0356670;4/201;10/2;0120//;0;0929/10/20;12090;42545.20;;01/20604/
C41-55730-103;18/;12/201409;143;0065490;3/201;10/2;01428/10/20;140;0807/02/20;15007;333376.60;;01/40310/
C41-55730-103;18/;12/201409;153;0015260;5/201;03/2;01509/04/20;150;0808/04/20;15001;317325.72;;01/40305/
C41-55761-102;31/;07/201408;147;0246010;2/201;06/2;0140//;0;0916/12/20;14012;6167.07;;01/40611/
C41-55768-101;22/;03/201103;157;0106710;1/201;03/2;0150//;0;0118/03/20;15003;41272.90;;01/50618/
C41-55776-101;23/;03/201110;157;0062410;6/201;02/2;01526/02/20;150;3124/03/20;15002;8269.20;;01/40612/
C41-55776-101;23/;03/201110;157;0145130;1/201;04/2;0150//;0;0109/04/20;15001;2271.26;;01/50609/
C41-55792-103;01/;11/201108;157;0106750;1/201;03/2;0150//;0;0118/03/20;15003;4369840.47;;01/50618/
C41-55825-101;07/;04/201111;147;0443830;5/201;11/2;0140//;0;0928/11/20;14014;42153.60;;01/40619/
C41-55825-101;07/;04/201111;157;0035910;6/201;01/2;0150//;0;0928/01/20;15008;32153.60;;01/40620/
C41-55825-101;07/;04/201111;157;0106760;1/201;03/2;01531/03/20;150;0213/04/20;15000;82170.08;;01/50618/
C41-55827-102;15/;10/201401;153;0015270;5/201;03/2;0150//;0;0105/03/20;15004;7338.76;;01/40305/
C41-55846-101;14/;04/201107;157;0145150;1/201;04/2;0150//;0;0109/04/20;15001;2379.48;;01/50609/
C41-55872-101;15/;04/201109;157;0106790;1/201;03/2;01501/04/20;150;0118/03/20;15003;47770.69;;01/50618/
C41-55882-103;01/;07/201311;157;0145160;1/201;04/2;0150//;0;0109/04/20;15001;2641.08;;01/50609/
C41-55884-102;30/;01/201503;147;0466820;5/201;12/2;0140//;0;0909/04/20;15001;23861.74;;01/40605/
C41-55884-102;30/;01/201503;157;0035950;6/201;01/2;0150//;0;0930/01/20;15008;12804.22;;01/40620/
C41-55884-102;30/;01/201503;157;0106800;1/201;03/2;0150//;0;0118/03/20;15003;41311.74;;01/50618/
C41-55897-101;03/;05/201112;117;0282300;2/201;06/2;01124/06/20;110;0922/02/20;12115;4229.57;;01/10612/
C41-55902-101;04/;05/201111;157;0145180;1/201;04/2;0150//;0;0109/04/20;15001;2328.91;;01/50609/
C41-55920-102;31/;03/201309;136;0057550;2/201;05/2;0130//;0;0925/07/20;13063;5284.63;;01/30628/
C41-55923-101;11/;05/201104;157;0145190;1/201;04/2;0150//;0;0109/04/20;15001;2349.01;;01/50609/
C41-56002-103;01/;07/201410;157;0106850;1/201;03/2;0150//;0;0118/03/20;15003;49845.80;;01/50618/
C41-56015-101;07/;06/201101;157;0106860;1/201;03/2;0150//;0;0118/03/20;15003;4813.78;;01/50618/
C41-56038-101;13/;06/201106;153;0015280;5/201;03/2;0150//;0;0808/04/20;15001;31708.41;;01/40305/
C41-56042-101;16/;06/201108;157;0106910;1/201;03/2;01523/03/20;150;3115/04/20;15000;63882.12;;01/50618/
C41-56058-102;09/;01/201508;143;0121340;3/201;12/2;0140//;0;0922/12/20;14012;038.79;;01/10308/
C41-56061-101;22/;06/201103;147;0466860;5/201;12/2;0140//;0;0919/01/20;15009;23793.46;;01/40605/
C41-56061-101;22/;06/201103;157;0062460;6/201;02/2;01507/04/20;150;0112/02/20;15006;88176.40;;01/40612/
C41-56061-101;22/;06/201103;157;0106940;1/201;03/2;0150//;0;0118/03/20;15003;48080.06;;01/50618/
C41-56067-101;24/;06/201111;157;0106950;1/201;03/2;01519/03/20;150;3115/04/20;15000;62936.72;;01/50618/
C41-56068-101;27/;06/201100;157;0106960;1/201;03/2;0150//;0;0118/03/20;15003;413864.53;;01/50618/
C41-56075-101;27/;06/201111;143;0121350;3/201;12/2;0140//;0;0913/02/20;15006;711.49;;01/10308/
C41-56075-101;27/;06/201111;153;0003010;6/201;01/2;0150//;0;0913/02/20;15006;7148775.92;;01/40326/
C41-56075-101;27/;06/201111;153;0023330;1/201;03/2;0150//;0;0126/03/20;15002;6146244.37;;01/50326/
C41-56088-101;30/;06/201104;157;0145200;1/201;04/2;0150//;0;0109/04/20;15001;267.77;;01/50609/
C41-56091-101;04/;07/201111;153;0003020;6/201;01/2;01512/02/20;150;3106/03/20;15004;6598.41;;01/40326/
C41-56091-101;04/;07/201111;153;0023340;1/201;03/2;0150//;0;0126/03/20;15002;6229587.55;;01/50326/
C41-56095-102;24/;01/201309;137;0159190;1/201;04/2;0130//;0;3110/02/20;15007;0186.882301;;01/30605/
C41-56100-101;01/;06/201104;157;0106970;1/201;03/2;0150//;0;0118/03/20;15003;41349.92;;01/50618/
C41-56115-101;24/;06/201102;137;0081190;6/201;02/2;0130//;0;2528/10/20;13054;01800.35;;01/20618/
C41-56119-102;13/;04/201505;143;0062670;4/201;09/2;0140//;0;0909/04/20;15001;26313.73;;01/40326/
C41-56119-102;13/;04/201505;157;0106980;1/201;03/2;0150//;0;0118/03/20;15003;49902.45;;01/50618/
C41-56128-101;13/;07/201102;157;0145210;1/201;04/2;0150//;0;0109/04/20;15001;2595.03;;01/50609/
C41-56148-103;01/;07/201404;147;0161890;1/201;04/2;0140//;0;0912/05/20;14034;41853.42;;01/40614/
C41-56180-101;27/;07/201107;157;0145220;1/201;04/2;0150//;0;0109/04/20;15001;2271.26;;01/50609/
C41-56190-101;20/;07/201109;157;0062490;6/201;02/2;0150//;0;3125/03/20;15002;7382.78;;01/40612/
C41-56190-101;20/;07/201109;157;0145230;1/201;04/2;0150//;0;0109/04/20;15001;2370.23;;01/50609/
C41-56209-102;22/;12/201411;143;0053320;3/201;07/2;01405/08/20;140;0913/03/20;15003;95336.91;;01/40325/
C41-56236-101;26/;08/201101;153;0015290;5/201;03/2;0150//;0;0808/04/20;15001;3668.56;;01/40305/
C41-56236-101;26/;08/201101;153;0023350;1/201;03/2;0150//;0;0126/03/20;15002;6646.64;;01/50326/
C41-56248-101;31/;08/201111;157;0107060;1/201;03/2;01520/03/20;150;3115/04/20;15000;61424.56;;01/50618/
C41-56252-102;13/;02/201507;147;0208050;2/201;05/2;01427/05/20;140;0928/01/20;15008;3600.11;;01/40620/
C41-56252-102;13/;02/201507;147;0282870;3/201;07/2;01424/07/20;140;0928/01/20;15008;3600.11;;01/40618/
C41-56252-102;13/;02/201507;147;0365610;4/201;09/2;01424/09/20;140;0928/01/20;15008;3609.95;;01/40618/
C41-56252-102;13/;02/201507;147;0444030;5/201;11/2;01426/11/20;140;0928/01/20;15008;3600.11;;01/40619/
C41-56252-102;13/;02/201507;157;0062530;6/201;02/2;0150//;0;0112/02/20;15006;8600.11;;01/40612/
C41-56252-102;13/;02/201507;157;0145240;1/201;04/2;0150//;0;0109/04/20;15001;2432.88;;01/50609/
C41-56264-102;31/;05/201403;147;0122730;1/201;03/2;01427/03/20;140;0914/05/20;14034;25061.71;;01/40619/
C41-56264-102;31/;05/201403;147;0208060;2/201;05/2;0140//;0;0930/05/20;14032;65233.31;;01/40620/
C41-56271-103;01/;11/201207;157;0145250;1/201;04/2;0150//;0;0109/04/20;15001;2542.52;;01/50609/
C41-56289-103;01/;11/201213;123;0110170;3/201;07/2;0120//;0;0909/08/20;12098;5248.73;;01/20327/
C41-56291-102;30/;09/201403;147;0325200;3/201;08/2;0140//;0;0929/08/20;14023;551897.32;;01/40614/
C41-56294-103;01/;07/201300;157;0145260;1/201;04/2;0150//;0;0109/04/20;15001;23174.04;;01/50609/
C41-56323-101;23/;09/201103;157;0145270;1/201;04/2;0150//;0;0109/04/20;15001;2271.26;;01/50609/
C41-56370-101;18/;10/201100;156;0105140;5/201;04/2;0150//;0;2020/04/20;15000;1304.06;;01/15720/
C41-56370-101;18/;10/201100;156;0105150;6/201;04/2;0150//;0;2020/04/20;15000;12215.29;;01/15720/
C41-56386-102;06/;11/201402;157;0062570;6/201;02/2;0150//;0;0927/03/20;15002;51026.28;;01/40612/
C41-56388-101;16/;09/201102;157;0145280;1/201;04/2;0150//;0;0109/04/20;15001;24938.61;;01/50609/
C41-56402-103;01/;01/201308;147;0466940;5/201;12/2;01425/03/20;150;3117/04/20;15000;49013.80;;01/40605/
C41-56402-103;01/;01/201308;157;0107150;1/201;03/2;01527/03/20;150;0118/03/20;15003;412428.64;;01/50618/
C41-56406-101;25/;10/201104;157;0145290;1/201;04/2;0150//;0;0109/04/20;15001;2300.92;;01/50609/
C41-56420-101;31/;10/201103;143;0062710;4/201;09/2;01402/10/20;140;1430/12/20;14011;291440.77;;01/40326/
C41-56420-101;31/;10/201103;146;0093680;5/201;10/2;01424/11/20;140;3126/03/20;15002;688779.98;;01/30631/
C41-56420-101;31/;10/201103;146;0094910;2/201;11/2;01405/12/20;140;0119/11/20;14015;389788.69;;01/40319/
C41-56420-101;31/;10/201103;147;0466960;5/201;12/2;01418/12/20;140;3126/03/20;15002;6129156.87;;01/40605/
C41-56420-101;31/;10/201103;153;0023360;1/201;03/2;01513/04/20;150;0126/03/20;15002;6121986.16;;01/50326/
C41-56420-101;31/;10/201103;156;0103790;3/201;03/2;01510/04/20;150;0113/03/20;15003;989803.06;;01/40612/
C41-56420-101;31/;10/201103;156;0103800;2/201;03/2;01510/04/20;150;0113/03/20;15003;997324.19;;01/40612/
C41-56420-101;31/;10/201103;157;0062590;6/201;02/2;01519/02/20;150;4201/04/20;15002;0140245.41;;01/40612/
C41-56432-101;08/;11/201106;147;0466970;5/201;12/2;01419/12/20;140;0930/03/20;15002;2612.44;;01/40605/
C41-56432-101;08/;11/201106;157;0062600;6/201;02/2;01526/02/20;150;3124/03/20;15002;8612.44;;01/40612/
C41-56432-101;08/;11/201106;157;0107200;1/201;03/2;0150//;0;0118/03/20;15003;4592.36;;01/50618/
C41-56447-102;12/;12/201409;143;0127980;4/201;12/2;0140//;0;0926/12/20;14011;66523.97;;01/40311/
C41-56447-102;12/;12/201409;153;0015310;5/201;03/2;0150//;0;0105/03/20;15004;73345.68;;01/40305/
C41-56447-102;12/;12/201409;157;0062610;6/201;02/2;0150//;0;0112/02/20;15006;821780.77;;01/40612/
C41-56461-101;16/;11/201101;143;0062730;4/201;09/2;01402/10/20;140;3109/04/20;15001;265.70;;01/40326/
C41-56490-102;30/;04/201407;143;0011170;3/201;02/2;01406/03/20;140;0915/05/20;14034;111375.24;;01/30319/
C41-56490-102;30/;04/201407;143;0020660;6/201;03/2;0140//;0;0915/04/20;14037;17085.30;;01/30314/
C41-56490-102;30/;04/201407;146;0094830;5/201;11/2;0140//;0;0930/03/20;15002;28236.79;;01/30614/
C41-56490-102;30/;04/201407;156;0102800;4/201;02/2;01512/03/20;150;3107/04/20;15001;411825.09;;01/30626/
C41-56498-102;16/;01/201510;147;0467000;5/201;12/2;0140//;0;0930/12/20;14011;2784.69;;01/40605/
C41-56498-102;16/;01/201510;157;0062630;6/201;02/2;0150//;0;0927/03/20;15002;5784.69;;01/40612/
C41-56498-102;16/;01/201510;157;0145310;1/201;04/2;0150//;0;0109/04/20;15001;2205.82;;01/50609/
C41-56503-102;13/;04/201511;137;0449560;4/201;10/2;0130//;0;0930/12/20;13047;7623.46;;01/30608/
C41-56503-102;13/;04/201511;137;0523410;5/201;11/2;01325/11/20;130;0930/12/20;13047;7276.36;;01/30620/
C41-56513-102;09/;10/201407;147;0325230;3/201;08/2;0140//;0;0903/09/20;14023;00.10;;01/40614/
C41-56540-103;30/;12/201406;157;0145320;1/201;04/2;0150//;0;0109/04/20;15001;24525.22;;01/50609/
C41-56541-101;21/;12/201106;157;0062640;6/201;02/2;01530/03/20;150;0214/04/20;15000;71162.33;;01/40612/
C41-56549-101;01/;12/201111;127;0279380;3/201;08/2;01220/08/20;120;0930/10/20;12090;31690.01;;01/20607/
