L51-11118-102;30/;06/201397;118;0005181;2/201;01/2;011;0;4328/04/20;14035;81519.8716;;01/08226/
L51-11118-102;30/;06/201397;118;0017270;1/201;03/2;011;0;4328/04/20;14035;8828.9416;;01/18202/
L51-11118-102;30/;06/201397;129;0170740;3/200;09/2;012;0;1303/03/20;15004;931288.2916;;01/88817/
L51-11118-102;30/;06/201397;129;0170000;3/200;09/2;012;0;1303/03/20;15004;993792.5916;;01/85717/
L51-11118-102;30/;06/201397;129;0169480;9/200;09/2;012;0;1303/03/20;15004;978315.8416;;01/75717/
L51-11118-102;30/;06/201397;129;0170750;4/200;09/2;012;0;1303/03/20;15004;925944.3416;;01/88817/
L51-11118-102;30/;06/201397;129;0170680;3/200;09/2;012;0;1303/03/20;15004;916324.6016;;01/78817/
L51-11118-102;30/;06/201397;129;0170690;4/200;09/2;012;0;1303/03/20;15004;932029.6416;;01/78817/
L51-11118-102;30/;06/201397;129;0170700;5/200;09/2;012;0;1303/03/20;15004;927698.6516;;01/78817/
L51-11118-102;30/;06/201397;129;0170040;7/200;09/2;012;0;1303/03/20;15004;974208.3716;;01/85717/
L51-11118-102;30/;06/201397;129;0169450;6/200;09/2;012;0;1303/03/20;15004;994265.3416;;01/75717/
L51-11118-102;30/;06/201397;129;0170490;6/200;09/2;012;0;1303/03/20;15004;937706.1316;;01/78817/
L51-11118-102;30/;06/201397;129;0170710;6/200;09/2;012;0;1303/03/20;15004;927876.9616;;01/78817/
L51-11118-102;30/;06/201397;129;0169460;7/200;09/2;012;0;1303/03/20;15004;998401.4816;;01/75717/
L51-11118-102;30/;06/201397;129;0170500;7/200;09/2;012;0;1303/03/20;15004;939360.5916;;01/78817/
L51-11118-102;30/;06/201397;129;0169470;8/200;09/2;012;0;1303/03/20;15004;986198.4016;;01/75717/
L51-11118-102;30/;06/201397;129;0170510;8/200;09/2;012;0;1303/03/20;15004;934479.3616;;01/78817/
L51-11118-102;30/;06/201397;129;0170520;9/200;09/2;012;0;1303/03/20;15004;931326.3316;;01/78817/
L51-11118-102;30/;06/201397;129;0170730;2/200;09/2;012;0;1303/03/20;15004;931176.4416;;01/88817/
L51-11118-102;30/;06/201397;129;0169491;0/200;09/2;012;0;1303/03/20;15004;981345.0416;;01/75717/
L51-11118-102;30/;06/201397;129;0170531;0/200;09/2;012;0;1303/03/20;15004;932538.0116;;01/78817/
L51-11118-102;30/;06/201397;129;0169501;1/200;09/2;012;0;1303/03/20;15004;982182.5716;;01/75717/
L51-11118-102;30/;06/201397;129;0170541;1/200;09/2;012;0;1303/03/20;15004;932873.0216;;01/78817/
L51-11118-102;30/;06/201397;129;0169511;2/200;09/2;012;0;1303/03/20;15004;978495.6416;;01/75717/
L51-11118-102;30/;06/201397;129;0170551;2/200;09/2;012;0;1303/03/20;15004;931398.2516;;01/78817/
L51-11118-102;30/;06/201397;129;0169980;1/200;09/2;012;0;1303/03/20;15004;971791.1716;;01/85717/
L51-11118-102;30/;06/201397;129;0170560;1/200;09/2;012;0;1303/03/20;15004;928716.4616;;01/88817/
L51-11118-102;30/;06/201397;129;0170720;1/200;09/2;012;0;1303/03/20;15004;924970.1016;;01/88817/
L51-11118-102;30/;06/201397;129;0169990;2/200;09/2;012;0;1303/03/20;15004;973178.4416;;01/85717/
L51-11118-102;30/;06/201397;129;0170570;2/200;09/2;012;0;1303/03/20;15004;929271.3716;;01/88817/
L51-11118-102;30/;06/201397;118;0060290;2/201;04/2;011;0;4328/04/20;14035;8495.1516;;01/18201/
R01-13454-101;12/;05/200995;158;0006821;2/201;01/2;015;0;1303/03/20;15004;9467.231605;;01/48020/
R01-13454-101;12/;05/200995;152;0006821;2/201;01/2;015;0;1303/03/20;15004;91168.091605;;01/40220/
R01-13454-101;12/;05/200995;156;0017270;6/201;01/2;015;0;1303/03/20;15004;9250.521605;;01/48120/
R01-13454-101;12/;05/200995;142;0177121;0/201;11/2;01427/03/20;150;0215/04/20;15000;61168.091605;;01/40219/
R01-13454-101;12/;05/200995;148;0177121;0/201;11/2;01427/03/20;150;0215/04/20;15000;6467.231605;;01/48019/
R01-13454-101;12/;05/200995;142;0201111;1/201;12/2;014;0;1312/01/20;15009;91130.411605;;01/40218/
R01-13454-101;12/;05/200995;148;0201111;1/201;12/2;014;0;1312/01/20;15009;9452.161605;;01/48018/
R01-13454-101;12/;05/200995;152;0035770;1/201;02/2;015;0;1303/03/20;15004;91203.631605;;01/50218/
R01-13454-101;12/;05/200995;158;0035770;1/201;02/2;015;0;1303/03/20;15004;9481.451605;;01/58018/
S53-10226-102;05/;04/200097;001;1442740;5/200;05/2;000;0;1315/02/20;15006;52209.811605;;01/00231/
S53-10226-102;05/;04/200097;019;0428210;9/200;09/2;001;0;1315/02/20;15006;51239.711605;;01/10803/
Y54-41086-102;30/;04/201397;119;0035041;2/200;02/2;01126/09/20;120;0910/04/20;15001;111587.851605;;01/78217/
Y54-41086-102;30/;04/201397;119;0037100;8/200;02/2;01129/09/20;120;0910/04/20;15001;111486.281605;;01/78217/
Y54-41086-102;30/;04/201397;119;0034930;9/200;02/2;01126/09/20;120;0910/04/20;15001;155224.731605;;01/70317/
Y54-41086-102;30/;04/201397;119;0034980;9/200;02/2;01126/09/20;120;0910/04/20;15001;122089.891605;;01/78217/
Y54-41086-102;30/;04/201397;119;0034991;0/200;02/2;01126/09/20;120;0910/04/20;15001;124554.951605;;01/78217/
Y54-41086-102;30/;04/201397;119;0035011;0/200;02/2;01126/09/20;120;0910/04/20;15001;161387.391605;;01/70317/
Y54-41086-102;30/;04/201397;119;0035021;1/200;02/2;01126/09/20;120;0910/04/20;15001;129176.361605;;01/78217/
Y54-41086-102;30/;04/201397;119;0035051;2/200;02/2;01126/09/20;120;0910/04/20;15001;128969.641605;;01/70317/
Y54-41086-102;30/;04/201397;119;0035031;1/200;02/2;01126/09/20;120;0910/04/20;15001;172940.891605;;01/70317/
Y54-41086-102;30/;04/201397;119;0034910;8/200;02/2;01126/09/20;120;0910/04/20;15001;128715.701605;;01/70317/
Y60-16714-102;19/;03/200198;048;5189130;9/199;07/2;00401/05/20;080;1920/10/20;11127;9248.201605;;01/98219/
Y60-16714-102;19/;03/200198;058;5013650;8/200;01/2;00501/05/20;080;1920/10/20;11127;9254.221605;;01/08224/
Y60-16714-102;19/;03/200198;053;5013650;8/200;01/2;00501/05/20;080;1920/10/20;11127;9635.561605;;01/00324/
Y60-16714-102;19/;03/200198;058;5033450;9/200;01/2;00501/05/20;080;1920/10/20;11127;9246.031605;;01/08225/
Y60-16714-102;19/;03/200198;043;5189130;9/199;07/2;00401/05/20;080;1920/10/20;11127;9620.521605;;01/90319/
Y60-16714-102;19/;03/200198;048;0106260;5/199;02/2;00401/05/20;080;1920/10/20;11127;9378.211605;;01/90824/
Y60-16714-102;19/;03/200198;048;0083460;4/199;02/2;004;0;1929/11/20;12087;3361.931605;;01/90812/
Y60-16714-102;19/;03/200198;053;5033450;9/200;01/2;00501/05/20;080;1920/10/20;11127;9615.081605;;01/00325/
Y60-16714-102;19/;03/200198;053;5091051;2/200;02/2;00501/05/20;080;1920/10/20;11127;9635.561605;;01/00304/
Y60-16714-102;19/;03/200198;053;5053091;0/200;02/2;00501/05/20;080;1920/10/20;11127;9635.561605;;01/00302/
Y60-16714-102;19/;03/200198;058;5053091;0/200;02/2;00501/05/20;080;1920/10/20;11127;9254.221605;;01/08202/
Y60-16714-102;19/;03/200198;053;5072391;1/200;02/2;00501/05/20;080;1920/10/20;11127;9615.081605;;01/00302/
Y60-16714-102;19/;03/200198;058;5072391;1/200;02/2;00501/05/20;080;1920/10/20;11127;9246.031605;;01/08202/
Y60-16714-102;19/;03/200198;058;5111680;2/200;02/2;005;0;1929/11/20;12087;3250.331605;;01/18209/
Y60-16714-102;19/;03/200198;058;5091051;2/200;02/2;00501/05/20;080;1920/10/20;11127;9254.221605;;01/08204/
Y60-16714-102;19/;03/200198;053;5111680;2/200;02/2;005;0;1929/11/20;12087;3625.841605;;01/10309/
Y60-16714-102;19/;03/200198;043;0106260;5/199;02/2;00401/05/20;080;1920/10/20;11127;9945.541605;;01/90324/
Y60-16714-102;19/;03/200198;038;0008870;4/199;05/2;003;0;1904/07/20;12102;1340.791605;;01/80807/
Y60-16714-102;19/;03/200198;023;0016080;1/199;04/2;002;0;1904/07/20;12102;16075.691605;;01/80308/
Y60-16714-102;19/;03/200198;043;0083460;4/199;02/2;004;0;1904/07/20;12102;1904.831605;;01/90311/
Y60-16714-102;19/;03/200198;023;0009330;7/199;02/2;002;0;1929/11/20;12087;32181.461605;;01/70301/
Y60-16714-102;19/;03/200198;023;0023070;8/199;02/2;002;0;1904/07/20;12102;177991.401605;;01/70301/
Y60-16714-102;19/;03/200198;023;0036290;9/199;02/2;002;0;1904/07/20;12102;15201.561605;;01/70311/
Y60-16714-102;19/;03/200198;023;0050381;0/199;02/2;002;0;1904/07/20;12102;11230.221605;;01/70311/
Y60-16714-102;19/;03/200198;023;0064191;1/199;02/2;002;0;1904/07/20;12102;12760.211605;;01/70318/
Y60-16714-102;19/;03/200198;023;0079451;2/199;02/2;002;0;1904/07/20;12102;17073.901605;;01/70318/
Y60-16714-102;19/;03/200198;038;0008830;1/199;05/2;003;0;1904/07/20;12102;1784.931605;;01/80803/
Y60-16714-102;19/;03/200198;033;003758C0;2/199;01/2;00401/05/20;080;1920/10/20;11127;9875.131605;;01/90307/
Y60-16714-102;19/;03/200198;023;0037120;2/199;04/2;002;0;1904/07/20;12102;12143.761605;;01/80308/
Y60-16714-102;19/;03/200198;023;0058150;3/199;04/2;002;0;1904/07/20;12102;11951.731605;;01/80315/
Y60-16714-102;19/;03/200198;033;0014070;1/199;06/2;003;0;1904/07/20;12102;12054.501605;;01/90316/
Y60-16714-102;19/;03/200198;038;003758C0;2/199;01/2;00401/05/20;080;1920/10/20;11127;9350.051605;;01/90808/
Y60-16714-102;19/;03/200198;038;0014070;1/199;07/2;003;0;1904/07/20;12102;1821.801605;;01/90801/
Y60-49373-102;11/;06/201297;123;0040560;4/201;05/2;012;0;3119/03/20;15003;31032.921605;;01/20328/
Y60-49373-102;11/;06/201297;123;0113260;3/201;07/2;012;0;3119/03/20;15003;31067.321605;;01/20316/
Y60-49373-102;11/;06/201297;128;0113260;3/201;07/2;012;0;3119/03/20;15003;3426.921605;;01/28216/
Y60-49373-102;11/;06/201297;128;0040560;4/201;05/2;012;0;3119/03/20;15003;3413.161605;;01/28228/
Y60-49373-102;11/;06/201297;128;0049850;2/201;06/2;012;0;3119/03/20;15003;3399.381605;;01/28220/
Y60-49373-102;11/;06/201297;123;0049850;2/201;06/2;012;0;3119/03/20;15003;3998.461605;;01/20320/
Y60-49373-102;11/;06/201297;128;0051350;1/201;06/2;012;0;3119/03/20;15003;3104.811605;;01/28220/
Y73-12935-102;20/;06/201297;108;0005790;3/201;06/2;010;0;1307/04/20;14037;91149.201605;;01/08921/
Z34-12261-102;31/;07/201397;132;0174230;4/201;06/2;01322/04/20;140;1312/11/20;14016;0653.051605;;01/30204/
Z34-12261-102;31/;07/201397;132;0219240;5/201;07/2;01322/04/20;140;1312/11/20;14016;0620.821605;;01/30202/
060-80258-102;28/;02/200297;971;0998790;9/199;09/1;997;0;1302/10/20;14020;11089.581605;;01/70230/
C41-31250-192;30/;06/199797;979;285274;B/199;06/1;997;0;1314/11/20;14015;810353.001605;;01/70216/
C41-31250-192;30/;06/199797;979;0028760;1/199;10/1;997;0;1314/11/20;14015;88854.521605;;01/70309/
C41-31250-192;30/;06/199797;979;7011300;6/199;04/1;997;0;1314/11/20;14015;852404.801605;;01/60228/
E75-14187-192;30/;06/199797;999;0036671;3/199;04/1;999;0;1920/10/20;11127;94779.601605;;01/90005/
E75-14187-192;30/;06/199797;999;0036691;3/199;04/1;999;0;1920/10/20;11127;91739.141605;;01/90005/
E75-14187-192;30/;06/199797;999;0036681;3/199;04/1;999;0;1920/10/20;11127;926280.491605;;01/90005/
E75-14187-192;30/;06/199797;989;0025351;3/199;10/1;998;0;1920/10/20;11127;92377.411605;;01/80026/
E75-14187-192;30/;06/199797;989;0009781;3/199;05/1;998;0;1920/10/20;11127;94716.601605;;01/80022/
E75-14187-192;30/;06/199797;989;0014731;3/199;07/1;998;0;1920/10/20;11127;951563.401605;;01/80007/
E75-14187-192;30/;06/199797;989;0009911;3/199;05/1;998;0;1920/10/20;11127;91725.381605;;01/80022/
E75-14187-192;30/;06/199797;989;0009791;3/199;05/1;998;0;1920/10/20;11127;92360.481605;;01/80022/
E75-14187-192;30/;06/199797;989;0009771;3/199;05/1;998;0;1920/10/20;11127;99087.751605;;01/80022/
C22-20422-102;11/;11/201100;986;157868C0;3/199;06/1;9980//;0;0907/12/20;11123;1766.50;;01/80630/
C22-20422-102;11/;11/201100;986;215977C0;4/199;08/1;9980//;0;0907/12/20;11123;1913.02;;01/80631/
C28-13044-102;28/;02/200100;986;038591C0;1/199;02/1;9980//;0;0930/11/20;11123;810117.14;;01/80628/
C28-13044-102;28/;02/200100;986;102668C0;2/199;04/1;9980//;0;0930/11/20;11123;83811.00;;01/80630/
C28-13044-102;28/;02/200100;986;218034C0;4/199;08/1;9980//;0;0930/11/20;11123;81940.88;;01/80631/
C37-12330-102;30/;06/201101;036;0779900;3/200;07/2;0030//;0;0923/06/20;09212;8322.46;;01/30601/
C37-12330-102;30/;06/201101;056;0196590;1/200;02/2;0050//;0;0923/06/20;09212;8559.93;;01/50628/
C37-12399-102;30/;06/201105;043;0022240;3/199;06/2;0040//;0;0908/12/20;11123;0644.09;;01/90304/
C37-12550-103;07/;03/201512;107;0507390;4/201;09/2;01015/10/20;100;4329/12/20;14011;33327.35;;01/00612/
C37-12550-103;07/;03/201512;143;0108040;1/201;12/2;01414/01/20;150;0906/04/20;15001;51294.76;;01/10301/
C37-12550-103;07/;03/201512;147;0032600;6/201;01/2;01423/01/20;140;3113/04/20;15000;81924.43;;01/30621/
C37-12550-103;07/;03/201512;147;0278240;3/201;07/2;01424/07/20;140;4329/12/20;14011;31633.74;;01/40618/
C37-12550-103;07/;03/201512;147;0361370;4/201;09/2;01424/09/20;140;4329/12/20;14011;31712.43;;01/40618/
C37-12550-103;07/;03/201512;147;0439770;5/201;11/2;01402/12/20;140;3113/04/20;15000;81684.81;;01/40619/
C37-12550-103;07/;03/201512;157;0101100;1/201;03/2;01526/03/20;150;0227/03/20;15002;51629.59;;01/50618/
C37-12936-101;01/;10/198709;157;0143300;1/201;04/2;0150//;0;0109/04/20;15001;2257.12;;01/50609/
C37-13558-101;21/;11/198913;153;0014830;5/201;03/2;01517/03/20;150;0808/04/20;15001;3636.52;;01/40305/
C37-13558-101;21/;11/198913;153;0022830;1/201;03/2;0150//;0;0126/03/20;15002;6615.64;;01/50326/
C37-13944-102;21/;11/201413;147;0439780;5/201;11/2;0140//;0;0928/11/20;14014;4510.24;;01/40619/
C37-13944-102;21/;11/201413;157;0060270;6/201;02/2;01530/03/20;150;0214/04/20;15000;7175.66;;01/40612/
C37-14109-102;30/;11/200805;076;018287C0;1/200;09/2;0070//;0;0926/11/20;08233;710220.67;;01/66017/
C37-14109-102;30/;11/200805;076;018288C0;2/200;09/2;0070//;0;0926/11/20;08233;717318.39;;01/66017/
C37-14109-102;30/;11/200805;076;018289C0;3/200;09/2;0070//;0;0926/11/20;08233;717318.39;;01/66017/
C37-14109-102;30/;11/200805;076;018291C0;5/200;09/2;0070//;0;0926/11/20;08233;717318.39;;01/66017/
C37-14109-102;30/;11/200805;076;018293C0;6/200;09/2;0070//;0;0926/11/20;08233;717318.39;;01/66017/
C37-14109-102;30/;11/200805;076;018358C0;1/200;09/2;0070//;0;0926/11/20;08233;76813.78;;01/76024/
C37-14180-102;28/;02/200700;043;603749C0;5/199;10/2;0040//;0;0930/10/20;12090;3758.15;;01/90306/
C37-14203-102;30/;09/200001;006;0882710;3/200;06/2;0000//;0;0908/12/20;11123;01046.64;;01/00630/
C37-14203-102;30/;09/200001;976;1101910;5/199;10/1;9970//;0;0908/12/20;11123;01536.27;;01/70631/
C37-14223-103;01/;07/201114;157;0101130;1/201;03/2;01527/03/20;150;0231/03/20;15002;15761.59;;01/50618/
C37-14228-102;30/;06/201107;046;0587510;2/200;04/2;0040//;0;0908/12/20;11123;0971.22;;01/40630/
C37-14228-102;30/;06/201107;046;1767960;5/200;10/2;0040//;0;0908/12/20;11123;0796.56;;01/40631/
C37-14460-102;30/;06/201101;036;0780830;3/200;07/2;0030//;0;0908/12/20;11123;0644.92;;01/30601/
C37-14460-102;30/;06/201101;036;1168760;4/200;09/2;0030//;0;0908/12/20;11123;0655.48;;01/30601/
C37-14469-103;29/;11/201209;153;0022840;1/201;03/2;01516/04/20;150;0126/03/20;15002;61318.68;;01/50326/
C37-14606-102;29/;02/200832;016;1307860;4/200;08/2;0010//;0;0908/12/20;11123;0145.77;;01/10631/
C37-14606-102;29/;02/200832;026;0573830;2/200;04/2;0020//;0;0908/12/20;11123;0153.23;;01/20630/
C37-14746-102;25/;09/199805;976;1102900;5/199;10/1;9970//;0;0908/12/20;11123;0211.66;;01/70631/
C37-14869-102;09/;08/200631;976;1103060;5/199;10/1;9970//;0;0908/12/20;11123;0160.04;;01/70631/
C37-14942-101;15/;05/199309;976;0421410;4/199;08/1;9970//;0;0913/03/20;12113;4183.00;;01/70631/
C37-15086-102;31/;03/200307;026;2125740;6/200;12/2;0020//;0;0923/06/20;09212;81344.30;;01/20631/
C37-15183-102;30/;06/201100;006;017471C0;1/200;02/2;0000//;0;0908/12/20;11123;04757.59;;01/00629/
C37-15183-102;30/;06/201100;986;106846C0;4/199;08/1;9980//;0;0921/07/20;14027;43236.35;;01/80631/
C37-15238-102;30/;06/201132;063;0001420;6/200;01/2;0060//;0;0908/12/20;11123;0198.24;;01/50330/
C37-15259-101;01/;03/199413;153;0014840;5/201;03/2;01517/03/20;150;0808/04/20;15001;31056.46;;01/40305/
C37-15303-102;30/;09/199701;976;0422010;4/199;08/1;9970//;0;0908/12/20;11123;0321.04;;01/70631/
C37-15376-102;30/;09/200607;043;000151C0;1/200;04/2;0040//;0;0906/12/20;11123;2169.15;;01/40328/
C37-15376-102;30/;09/200607;043;605934C0;3/200;12/2;0040//;0;0906/12/20;11123;2245.67;;01/30322/
C37-15376-102;30/;09/200607;043;606169C0;4/200;12/2;0040//;0;0906/12/20;11123;2332.35;;01/30324/
C37-15376-102;30/;09/200607;043;606402C0;5/200;12/2;0040//;0;0906/12/20;11123;2245.67;;01/30328/
C37-15376-102;30/;09/200607;043;606617C0;6/200;12/2;0040//;0;0906/12/20;11123;2245.67;;01/30329/
C37-15399-102;31/;03/200301;006;1243400;4/200;08/2;0000//;0;0923/06/20;09212;8907.76;;01/00631/
C37-15399-102;31/;03/200301;016;2072630;6/200;12/2;0010//;0;0923/06/20;09212;8952.99;;01/10631/
C37-15399-102;31/;03/200301;026;1344960;4/200;08/2;0020//;0;0923/06/20;09212;8486.44;;01/20631/
C37-15399-102;31/;03/200301;976;1104090;5/199;10/1;9970//;0;0923/06/20;09212;8351.39;;01/70631/
C37-15438-102;31/;10/200201;026;0574640;2/200;04/2;0020//;0;0908/12/20;11123;0383.89;;01/20630/
C37-15438-102;31/;10/200201;026;0959520;3/200;06/2;0020//;0;0908/12/20;11123;0383.89;;01/20630/
C37-15460-102;13/;07/200500;043;6011780;5/200;12/2;0040//;0;0908/12/20;11123;030.06;;01/40307/
C37-15491-103;01/;07/201101;157;0060280;6/201;02/2;01526/02/20;150;3124/03/20;15002;8271.77;;01/40612/
C37-15527-101;01/;06/199513;153;0002610;6/201;01/2;01512/02/20;150;3106/03/20;15004;6708.96;;01/40326/
C37-15527-101;01/;06/199513;153;0014850;5/201;03/2;01518/03/20;150;3115/04/20;15000;67034.67;;01/40305/
C37-15527-101;01/;06/199513;153;0022850;1/201;03/2;0150//;0;0126/03/20;15002;63068.11;;01/50326/
C37-15553-102;07/;01/199901;976;1104350;5/199;10/1;9970//;0;0908/12/20;11123;090.02;;01/70631/
C37-15584-102;30/;06/201101;033;0008840;5/199;02/2;0030//;0;0931/01/20;12117;614934.67;;01/80324/
C37-15631-101;07/;11/199513;157;0101170;1/201;03/2;0150//;0;0118/03/20;15003;41301.71;;01/50618/
C37-15699-102;30/;09/200407;036;2143140;6/200;12/2;0030//;0;0923/06/20;09212;8317.16;;01/30631/
C37-15699-102;30/;09/200407;976;1104710;5/199;10/1;9970//;0;0908/12/20;11123;0273.76;;01/70631/
C37-15743-102;30/;06/201131;976;1046470;6/199;12/1;9970//;0;0908/12/20;11123;0153.11;;01/70631/
C37-15826-102;28/;02/200507;043;6044960;6/199;10/2;0040//;0;0907/03/20;05369;7280.04;;01/90307/
C37-15827-102;28/;02/199827;976;1046740;6/199;12/1;9970//;0;0906/12/20;11123;2114.68;;01/70631/
C37-15827-102;28/;02/199827;976;104675C0;6/199;12/1;9970//;0;0906/12/20;11123;2957.50;;01/70631/
C37-15827-102;28/;02/199827;976;110514C0;5/199;10/1;9970//;0;0906/12/20;11123;2596.28;;01/70631/
C37-15827-102;28/;02/199827;986;045221C0;1/199;02/1;9980//;0;0906/12/20;11123;2450.00;;01/80628/
C37-15827-102;28/;02/199827;986;0703240;1/199;02/1;9980//;0;0906/12/20;11123;241.36;;01/80628/
C37-15835-102;28/;02/199800;976;066429C0;4/199;08/1;9970//;0;0908/12/20;11123;0810.08;;01/70631/
C37-15835-102;28/;02/199800;976;1105180;5/199;10/1;9970//;0;0908/12/20;11123;0142.89;;01/70631/
C37-15880-102;30/;04/200807;073;0100750;3/200;04/2;0070//;0;0908/12/20;11123;0593.87;;01/60309/
C37-15888-102;10/;06/200301;036;0782230;3/200;07/2;0030//;0;0929/07/20;08245;7108.37;;01/30601/
C37-15893-102;28/;02/199827;986;070327C0;1/199;02/1;9980//;0;0908/12/20;11123;0137.58;;01/80628/
C37-15917-102;31/;01/200100;986;045262C0;1/199;02/1;9980//;0;0927/02/20;13078;3986.79;;01/80628/
C37-15917-102;31/;01/200100;986;072056C0;3/199;06/1;9980//;0;0927/02/20;13078;3114.20;;01/80630/
C37-15923-102;30/;06/201105;976;104728C0;6/199;12/1;9970//;0;0908/12/20;11123;01365.07;;01/70631/
C37-15923-102;30/;06/201105;976;110571C0;5/199;10/1;9970//;0;0908/12/20;11123;01561.57;;01/70631/
C37-15936-102;28/;02/199827;976;104733C0;6/199;12/1;9970//;0;0908/12/20;11123;0114.83;;01/70631/
C37-15936-102;28/;02/199827;986;045269C0;1/199;02/1;9980//;0;0908/12/20;11123;0111.07;;01/80628/
C37-15938-102;30/;06/201131;066;0998210;3/200;06/2;0060//;0;0908/12/20;11123;0183.27;;01/60630/
C37-15940-102;30/;06/201101;043;0014790;2/199;02/2;0040//;0;0908/12/20;11123;0939.81;;01/90323/
C37-15940-102;30/;06/201101;043;0022390;3/199;06/2;0040//;0;0908/12/20;11123;0951.19;;01/90304/
C37-15940-102;30/;06/201101;053;6036370;1/200;03/2;0050//;0;0908/12/20;11123;0870.32;;01/10301/
C37-15946-103;01/;06/200209;107;0330150;3/201;07/2;01030/07/20;100;0930/06/20;14029;5608.19;;01/00615/
C37-15951-102;28/;02/199827;976;042407C0;4/199;08/1;9970//;0;0908/07/20;13065;21341.89;;01/70631/
C37-15951-102;28/;02/199827;976;104746C0;6/199;12/1;9970//;0;0908/12/20;11123;0400.08;;01/70631/
C37-15951-102;28/;02/199827;976;110596C0;5/199;10/1;9970//;0;0908/12/20;11123;0400.08;;01/70631/
C37-15951-102;28/;02/199827;986;045280C0;1/199;02/1;9980//;0;0908/12/20;11123;0386.95;;01/80628/
C37-15985-102;21/;11/199827;976;042429C0;4/199;08/1;9970//;0;0908/12/20;11123;05818.55;;01/70631/
C37-15985-102;21/;11/199827;976;110618C0;5/199;10/1;9970//;0;0908/12/20;11123;06933.49;;01/70631/
C37-15985-102;21/;11/199827;986;053978C0;2/199;04/1;9980//;0;0908/12/20;11123;03531.66;;01/80630/
C37-15990-102;30/;11/199827;986;107048C0;4/199;08/1;9980//;0;0908/12/20;11123;0272.34;;01/80631/
C37-15990-102;30/;11/199827;986;142266C0;5/199;10/1;9980//;0;0908/12/20;11123;0267.94;;01/80631/
C37-16000-102;30/;06/201100;006;034612C0;1/200;02/2;0000//;0;0927/02/20;13078;3290.06;;01/00629/
C37-16000-102;30/;06/201100;043;602999C0;4/199;07/2;0040//;0;0901/01/00;01000;0166.75;;01/90314/
C37-16000-102;30/;06/201100;976;104784C0;6/199;12/1;9970//;0;0927/02/20;13078;3756.02;;01/70631/
C37-16000-102;30/;06/201100;976;110631C0;5/199;10/1;9970//;0;0927/02/20;13078;3789.32;;01/70631/
C37-16000-102;30/;06/201100;986;088834C0;3/199;06/1;9980//;0;0927/02/20;13078;3723.22;;01/80630/
C37-16002-102;31/;07/200531;033;0002980;1/199;02/2;0030//;0;0908/12/20;11123;01022.29;;01/80301/
